conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,text_casefolded,stopwords_removal
1976249655076979021,Thu Oct 09 11:33:29 +0000 2025,9,Keputusan Piala Presiden 2025 Hari Perlawanan 21 | Khamis 9 Oktober 2025 Negeri Sembilan FC 0-1 Terengganu FC U-20 ️ Ahmad Fikrie 76' Penang FC II 2-0 Melaka FA ️ Nabil Adam 66' Akid Mohd Zamri 77' #FAM #HarimauMalaya #PialaPresiden2025 https://t.co/p6EfTWlyBf,1976249655076979021,https://pbs.twimg.com/media/G20Mk5Aa0AAkjIL.jpg,,in,,0,0,2,https://x.com/undefined/status/1976249655076979021,3191632944,,keputusan piala presiden 2025 hari perlawanan 21 | khamis 9 oktober 2025 negeri sembilan fc 0-1 terengganu fc u-20 ️ ahmad fikrie 76' penang fc ii 2-0 melaka fa ️ nabil adam 66' akid mohd zamri 77' #fam #harimaumalaya #pialapresiden2025 https://t.co/p6eftwlybf,keputusan piala presiden  hari perlawanan   khamis  oktober  negeri sembilan fc  terengganu fc u  ahmad fikrie  penang fc ii  melaka fa  nabil adam  akid mohd zamri  fam harimaumalaya pialapresiden httpstcopeftwlybf
1976247534495596978,Thu Oct 09 11:25:03 +0000 2025,1,KUALA LUMPUR 9 Oktober - Proses mendapatkan kerakyatan warganegara kesemua tujuh pemain Bola Sepak Malaysia (FAM) melalui naturalisasi dilaksanakan secara teliti selaras dengan Perkara 19 dalam Perlembagaan Persekutuan. https://t.co/i1NfMMsy7Z #RTM #BeritaRTM #MalaysiaMadani https://t.co/RvO9nqzW7F,1976247534495596978,https://pbs.twimg.com/amplify_video_thumb/1976244250150043650/img/qecgQIYjSQgj81Tk.jpg,,in,,0,0,0,https://x.com/undefined/status/1976247534495596978,704725700,,kuala lumpur 9 oktober - proses mendapatkan kerakyatan warganegara kesemua tujuh pemain bola sepak malaysia (fam) melalui naturalisasi dilaksanakan secara teliti selaras dengan perkara 19 dalam perlembagaan persekutuan. https://t.co/i1nfmmsy7z #rtm #beritartm #malaysiamadani https://t.co/rvo9nqzw7f,kuala lumpur  oktober  proses mendapatkan kerakyatan warganegara kesemua tujuh pemain bola sepak malaysia fam melalui naturalisasi dilaksanakan secara teliti selaras dengan perkara  dalam perlembagaan persekutuan httpstcoinfmmsyz rtm beritartm malaysiamadani httpstcorvonqzwf
1975961640878350554,Thu Oct 09 11:03:13 +0000 2025,0,@melo_fik @SyedAkramin ic biru tu bukan syarat FIFA tu syarat jadi rakyat Malaysia. Syarat FIFA kalau bukan lahir kat Malaysia sekurang kurangnya ada keturunan yg boleh di buktikan. JPN part ic biru FAM part tipu keturunan.,1976242038241980590,,melo_fik,in,,0,0,0,https://x.com/undefined/status/1976242038241980590,1659263512806584320,,@melo_fik @syedakramin ic biru tu bukan syarat fifa tu syarat jadi rakyat malaysia. syarat fifa kalau bukan lahir kat malaysia sekurang kurangnya ada keturunan yg boleh di buktikan. jpn part ic biru fam part tipu keturunan.,melofik syedakramin ic biru tu bukan syarat fifa tu syarat jadi rakyat malaysia syarat fifa kalau bukan lahir kat malaysia sekurang kurangnya ada keturunan yg boleh di buktikan jpn part ic biru fam part tipu keturunan
1976235429776314830,Thu Oct 09 10:36:57 +0000 2025,0,@KDNPUTRAJAYA @saifnasution @FAM_Malaysia ni terang2 ada bukti ni. Awat tak bagi IC?,1976235429776314830,,KDNPUTRAJAYA,in,,0,0,1,https://x.com/undefined/status/1976235429776314830,1292181847468675072,,@kdnputrajaya @saifnasution @fam_malaysia ni terang2 ada bukti ni. awat tak bagi ic?,kdnputrajaya saifnasution fammalaysia ni terang ada bukti ni awat tak bagi ic
1975738103169257515,Thu Oct 09 10:32:06 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Bila main bola bagus taknak pindah kelab kena simbah asid plak.,1976234208457834544,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976234208457834544,1368869112,,@e_blackbeard @fifacom @theafcdotcom @fam_malaysia bila main bola bagus taknak pindah kelab kena simbah asid plak.,eblackbeard fifacom theafcdotcom fammalaysia bila main bola bagus taknak pindah kelab kena simbah asid plak
1976210461189345765,Thu Oct 09 10:31:15 +0000 2025,6,@keeshmatstats Dengan FAM yg 'berahsia' dari kita rakyat Malaysia sendiri dari mula projek malah sampai sekarang pun masih 'terkial²' nak bagi jawapan yg meyakinkan kepada kita sendiri anggaplah FAM mmg bersalah.,1976233995252961421,,keeshmatstats,in,,0,0,0,https://x.com/undefined/status/1976233995252961421,1573841386725527552,,@keeshmatstats dengan fam yg 'berahsia' dari kita rakyat malaysia sendiri dari mula projek malah sampai sekarang pun masih 'terkial²' nak bagi jawapan yg meyakinkan kepada kita sendiri anggaplah fam mmg bersalah.,keeshmatstats dengan fam yg berahsia dari kita rakyat malaysia sendiri dari mula projek malah sampai sekarang pun masih terkial nak bagi jawapan yg meyakinkan kepada kita sendiri anggaplah fam mmg bersalah
1975738103169257515,Thu Oct 09 10:26:45 +0000 2025,0,@Ahchat_5991 @E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Habisla korang pasukan ragbi negara dah ambik pose semacam dah ni bulan depan dah takeover la ni haiiyaah.... https://t.co/xCAP4cSetM,1976232862874730835,https://pbs.twimg.com/media/G2z9UNka0AEaybk.jpg,Ahchat_5991,in,,0,0,0,https://x.com/undefined/status/1976232862874730835,870509938182832129,,@ahchat_5991 @e_blackbeard @fifacom @theafcdotcom @fam_malaysia habisla korang pasukan ragbi negara dah ambik pose semacam dah ni bulan depan dah takeover la ni haiiyaah.... https://t.co/xcap4csetm,ahchat eblackbeard fifacom theafcdotcom fammalaysia habisla korang pasukan ragbi negara dah ambik pose semacam dah ni bulan depan dah takeover la ni haiiyaah httpstcoxcapcsetm
1976228517571420344,Thu Oct 09 10:09:32 +0000 2025,7,dapati Datuk/Nenek yg FAM claim lahir kat Malaysia rupanya ada surat beranak kat negara lain. 8. FIFA hantar notis of charge kpd FAM FAM balas sertakan surat sumpah pengarah JPN. 9. Lembaga Disiplin FIFA bermesyuarat tgk bukti dapati FAM tetap salah dan kenakan sanction,1976228529101734125,,Sayf_ismail,in,,0,1,3,https://x.com/undefined/status/1976228529101734125,236015240,,dapati datuk/nenek yg fam claim lahir kat malaysia rupanya ada surat beranak kat negara lain. 8. fifa hantar notis of charge kpd fam fam balas sertakan surat sumpah pengarah jpn. 9. lembaga disiplin fifa bermesyuarat tgk bukti dapati fam tetap salah dan kenakan sanction,dapati datuknenek yg fam claim lahir kat malaysia rupanya ada surat beranak kat negara lain  fifa hantar notis of charge kpd fam fam balas sertakan surat sumpah pengarah jpn  lembaga disiplin fifa bermesyuarat tgk bukti dapati fam tetap salah dan kenakan sanction
1976228517571420344,Thu Oct 09 10:09:31 +0000 2025,7,4. FAM pun submit kepada FIFA dokumen mintak perlepasan untuk 7 nie main wakil HM. FIFA cek tgk semua cam ok... Bagi kelulusan utk main. 5. Malaysia 4 - 0 Vietnam 6. Anasir luar tak puas hati buat laporan kpd FIFA 7. FIFA siasat balik sebab ada laporan dia cek²...,1976228525570142533,,Sayf_ismail,in,,0,1,3,https://x.com/undefined/status/1976228525570142533,236015240,,4. fam pun submit kepada fifa dokumen mintak perlepasan untuk 7 nie main wakil hm. fifa cek tgk semua cam ok... bagi kelulusan utk main. 5. malaysia 4 - 0 vietnam 6. anasir luar tak puas hati buat laporan kpd fifa 7. fifa siasat balik sebab ada laporan dia cek²..., fam pun submit kepada fifa dokumen mintak perlepasan untuk  nie main wakil hm fifa cek tgk semua cam ok bagi kelulusan utk main  malaysia    vietnam  anasir luar tak puas hati buat laporan kpd fifa  fifa siasat balik sebab ada laporan dia cek
1976226562694582646,Thu Oct 09 10:01:43 +0000 2025,26,Pasukan peguam sudah sedia - FAM Walaupun peguam kata kes ini boleh menang tapi tak pasti. Yang pasti baki akaun bank peguam yang pasti bertambah. Tindakan ini membazir duit. Sudah ternyata salah. Sudah dibuktikan mereka semua bukan rakyat Malaysia.,1976226562694582646,,,in,,0,3,4,https://x.com/undefined/status/1976226562694582646,318297378,,pasukan peguam sudah sedia - fam walaupun peguam kata kes ini boleh menang tapi tak pasti. yang pasti baki akaun bank peguam yang pasti bertambah. tindakan ini membazir duit. sudah ternyata salah. sudah dibuktikan mereka semua bukan rakyat malaysia.,pasukan peguam sudah sedia  fam walaupun peguam kata kes ini boleh menang tapi tak pasti yang pasti baki akaun bank peguam yang pasti bertambah tindakan ini membazir duit sudah ternyata salah sudah dibuktikan mereka semua bukan rakyat malaysia
1976220667495489589,Thu Oct 09 09:38:18 +0000 2025,1,Senang cerita Menteri guna kuasa sedia ada untuk naturalisasi pemain FAM ikut peruntukan undang-undang tetapi FIFA punya requirement tidak sama which FAM failed to meet. Menteri hanya boleh jawab ikut kapasiti dia sebagai menteri dan undang2 Malaysia.,1976220667495489589,,,in,,0,1,0,https://x.com/undefined/status/1976220667495489589,996058981436047361,,senang cerita menteri guna kuasa sedia ada untuk naturalisasi pemain fam ikut peruntukan undang-undang tetapi fifa punya requirement tidak sama which fam failed to meet. menteri hanya boleh jawab ikut kapasiti dia sebagai menteri dan undang2 malaysia.,senang cerita menteri guna kuasa sedia ada untuk naturalisasi pemain fam ikut peruntukan undangundang tetapi fifa punya requirement tidak sama which fam failed to meet menteri hanya boleh jawab ikut kapasiti dia sebagai menteri dan undang malaysia
1975964603759943982,Thu Oct 09 09:36:18 +0000 2025,2,@nocontextbolamy Betul ya kisah pak kadok menang sorak Kampung tergadai @hannahyeoh @FAM_Malaysia,1976220163646345625,,nocontextbolamy,in,,0,0,0,https://x.com/undefined/status/1976220163646345625,1440225082576539648,,@nocontextbolamy betul ya kisah pak kadok menang sorak kampung tergadai @hannahyeoh @fam_malaysia,nocontextbolamy betul ya kisah pak kadok menang sorak kampung tergadai hannahyeoh fammalaysia
1975738103169257515,Thu Oct 09 09:35:53 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Bongok,1976220061347217420,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976220061347217420,898151239237554178,,@e_blackbeard @fifacom @theafcdotcom @fam_malaysia bongok,eblackbeard fifacom theafcdotcom fammalaysia bongok
1976215677607584094,Thu Oct 09 09:18:34 +0000 2025,1,9. Macam mana nak layak jadi pemain warisan Malaysia? J: Players tersebut mesti lahir di Malaysia ada parents atau grandparents yang lahir dalam Malaysia ataupun dah tinggal di Malaysia at least 5 tahun. Inilah urusan yang FAM kena deal &amp; check dengan FIFA bukan urusan KDN,1976215702723010715,,AzriAbdullah22,in,,1,1,2,https://x.com/undefined/status/1976215702723010715,860483918,,9. macam mana nak layak jadi pemain warisan malaysia? j: players tersebut mesti lahir di malaysia ada parents atau grandparents yang lahir dalam malaysia ataupun dah tinggal di malaysia at least 5 tahun. inilah urusan yang fam kena deal &amp; check dengan fifa bukan urusan kdn, macam mana nak layak jadi pemain warisan malaysia j players tersebut mesti lahir di malaysia ada parents atau grandparents yang lahir dalam malaysia ataupun dah tinggal di malaysia at least  tahun inilah urusan yang fam kena deal amp check dengan fifa bukan urusan kdn
