conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1976267584753512739,Thu Oct 09 12:44:44 +0000 2025,0,Mengikuti perkembangan kasus pemalsuan dokumen kelahiran kakek nenek 7 pemain naturalisasi Malaysia sudah terang benderang ketahuan pemalsuan dokumen lahir tapi tidak pemerintah maupun FAM mengaku salah dan bertanggung jawab. Sorotan dunia ternyata tidak menyadarkan mereka.,1976267584753512739,,,in,,0,0,0,https://x.com/undefined/status/1976267584753512739,528249907,
1976265097120276971,Thu Oct 09 12:34:51 +0000 2025,0,Apa yg hina sgt astro .. nampak beli siaran laos Korang fikir sendiri la Sikap cmni trnyata nampak korang korup .. sorry to say la .. #astro #malaysia #fam #laos #asiacup2027 #fifa,1976265097120276971,,,in,,0,0,0,https://x.com/undefined/status/1976265097120276971,776496161108529152,
1976260307703169322,Thu Oct 09 12:15:49 +0000 2025,0,boleh kata incident fam tok agak mengganggu moral dak pemain malaysia nektok,1976260307703169322,,,in,,0,0,0,https://x.com/undefined/status/1976260307703169322,1319652447929823238,
1976259248259735839,Thu Oct 09 12:11:36 +0000 2025,3,Better duit FAM bola Malaysia tu bagi kat badminton sepak takraw berbasikal,1976259248259735839,,,in,,0,0,0,https://x.com/undefined/status/1976259248259735839,1697248658524418048,
1976241427924590610,Thu Oct 09 12:06:18 +0000 2025,4,@malaysia_nt @FAM_Malaysia live pakai 3gp ke siaa,1976257915804918175,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976257915804918175,527625026,
1976241427924590610,Thu Oct 09 12:03:28 +0000 2025,0,@malaysia_nt @FAM_Malaysia Akhirnya ada nama Nazmi Faiz. Prestasi dalam liga cukup konsisten,1976257201317523641,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976257201317523641,77430016,
1976249655076979021,Thu Oct 09 11:33:29 +0000 2025,9,Keputusan Piala Presiden 2025 Hari Perlawanan 21 | Khamis 9 Oktober 2025 Negeri Sembilan FC 0-1 Terengganu FC U-20 ️ Ahmad Fikrie 76' Penang FC II 2-0 Melaka FA ️ Nabil Adam 66' Akid Mohd Zamri 77' #FAM #HarimauMalaya #PialaPresiden2025 https://t.co/p6EfTWlyBf,1976249655076979021,https://pbs.twimg.com/media/G20Mk5Aa0AAkjIL.jpg,,in,,0,0,2,https://x.com/undefined/status/1976249655076979021,3191632944,
1976247534495596978,Thu Oct 09 11:25:03 +0000 2025,1,KUALA LUMPUR 9 Oktober - Proses mendapatkan kerakyatan warganegara kesemua tujuh pemain Bola Sepak Malaysia (FAM) melalui naturalisasi dilaksanakan secara teliti selaras dengan Perkara 19 dalam Perlembagaan Persekutuan. https://t.co/i1NfMMsy7Z #RTM #BeritaRTM #MalaysiaMadani https://t.co/RvO9nqzW7F,1976247534495596978,https://pbs.twimg.com/amplify_video_thumb/1976244250150043650/img/qecgQIYjSQgj81Tk.jpg,,in,,0,0,0,https://x.com/undefined/status/1976247534495596978,704725700,
1975961640878350554,Thu Oct 09 11:03:13 +0000 2025,0,@melo_fik @SyedAkramin ic biru tu bukan syarat FIFA tu syarat jadi rakyat Malaysia. Syarat FIFA kalau bukan lahir kat Malaysia sekurang kurangnya ada keturunan yg boleh di buktikan. JPN part ic biru FAM part tipu keturunan.,1976242038241980590,,melo_fik,in,,0,0,0,https://x.com/undefined/status/1976242038241980590,1659263512806584320,
1976235429776314830,Thu Oct 09 10:36:57 +0000 2025,0,@KDNPUTRAJAYA @saifnasution @FAM_Malaysia ni terang2 ada bukti ni. Awat tak bagi IC?,1976235429776314830,,KDNPUTRAJAYA,in,,0,0,1,https://x.com/undefined/status/1976235429776314830,1292181847468675072,
1975738103169257515,Thu Oct 09 10:32:06 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Bila main bola bagus taknak pindah kelab kena simbah asid plak.,1976234208457834544,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976234208457834544,1368869112,
1976210461189345765,Thu Oct 09 10:31:15 +0000 2025,6,@keeshmatstats Dengan FAM yg 'berahsia' dari kita rakyat Malaysia sendiri dari mula projek malah sampai sekarang pun masih 'terkial²' nak bagi jawapan yg meyakinkan kepada kita sendiri anggaplah FAM mmg bersalah.,1976233995252961421,,keeshmatstats,in,,0,0,0,https://x.com/undefined/status/1976233995252961421,1573841386725527552,
1975738103169257515,Thu Oct 09 10:26:45 +0000 2025,0,@Ahchat_5991 @E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Habisla korang pasukan ragbi negara dah ambik pose semacam dah ni bulan depan dah takeover la ni haiiyaah.... https://t.co/xCAP4cSetM,1976232862874730835,https://pbs.twimg.com/media/G2z9UNka0AEaybk.jpg,Ahchat_5991,in,,0,0,0,https://x.com/undefined/status/1976232862874730835,870509938182832129,
1976228517571420344,Thu Oct 09 10:09:32 +0000 2025,7,dapati Datuk/Nenek yg FAM claim lahir kat Malaysia rupanya ada surat beranak kat negara lain. 8. FIFA hantar notis of charge kpd FAM FAM balas sertakan surat sumpah pengarah JPN. 9. Lembaga Disiplin FIFA bermesyuarat tgk bukti dapati FAM tetap salah dan kenakan sanction,1976228529101734125,,Sayf_ismail,in,,0,1,3,https://x.com/undefined/status/1976228529101734125,236015240,
1976228517571420344,Thu Oct 09 10:09:31 +0000 2025,7,4. FAM pun submit kepada FIFA dokumen mintak perlepasan untuk 7 nie main wakil HM. FIFA cek tgk semua cam ok... Bagi kelulusan utk main. 5. Malaysia 4 - 0 Vietnam 6. Anasir luar tak puas hati buat laporan kpd FIFA 7. FIFA siasat balik sebab ada laporan dia cek²...,1976228525570142533,,Sayf_ismail,in,,0,1,3,https://x.com/undefined/status/1976228525570142533,236015240,
1976226562694582646,Thu Oct 09 10:01:43 +0000 2025,26,Pasukan peguam sudah sedia - FAM Walaupun peguam kata kes ini boleh menang tapi tak pasti. Yang pasti baki akaun bank peguam yang pasti bertambah. Tindakan ini membazir duit. Sudah ternyata salah. Sudah dibuktikan mereka semua bukan rakyat Malaysia.,1976226562694582646,,,in,,0,3,4,https://x.com/undefined/status/1976226562694582646,318297378,
1976220667495489589,Thu Oct 09 09:38:18 +0000 2025,1,Senang cerita Menteri guna kuasa sedia ada untuk naturalisasi pemain FAM ikut peruntukan undang-undang tetapi FIFA punya requirement tidak sama which FAM failed to meet. Menteri hanya boleh jawab ikut kapasiti dia sebagai menteri dan undang2 Malaysia.,1976220667495489589,,,in,,0,1,0,https://x.com/undefined/status/1976220667495489589,996058981436047361,
1975964603759943982,Thu Oct 09 09:36:18 +0000 2025,2,@nocontextbolamy Betul ya kisah pak kadok menang sorak Kampung tergadai @hannahyeoh @FAM_Malaysia,1976220163646345625,,nocontextbolamy,in,,0,0,0,https://x.com/undefined/status/1976220163646345625,1440225082576539648,
1975738103169257515,Thu Oct 09 09:35:53 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Bongok,1976220061347217420,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976220061347217420,898151239237554178,
1976215677607584094,Thu Oct 09 09:18:34 +0000 2025,1,9. Macam mana nak layak jadi pemain warisan Malaysia? J: Players tersebut mesti lahir di Malaysia ada parents atau grandparents yang lahir dalam Malaysia ataupun dah tinggal di Malaysia at least 5 tahun. Inilah urusan yang FAM kena deal &amp; check dengan FIFA bukan urusan KDN,1976215702723010715,,AzriAbdullah22,in,,1,1,2,https://x.com/undefined/status/1976215702723010715,860483918,
1976210461189345765,Thu Oct 09 09:08:47 +0000 2025,27,@keeshmatstats Fam hanya boleh menang kalau dapat provide birth cert asal atok 7 players ni bukan isu warganegara atau tak tapi issue dia player tu layak atau tak utk main utk malaysia berdasarkan statut/rule fifa,1976213239949373910,,keeshmatstats,in,,0,3,2,https://x.com/undefined/status/1976213239949373910,383113513,
1976211037411053894,Thu Oct 09 09:00:02 +0000 2025,0,Mendagri Malaysia Tegaskan Pelanggaran Statuta FIFA Soal 7 Pemain Naturalisasi Urusan FAM Isu pemalsuan dokumen pemain naturalisasi Tim Nasional Malaysia masih menjadi bola panas di Negeri Jiran julukan Malaysia. Masalah ini bahkan sudah dibawa ke pembahasan parlemen mereka. https://t.co/KP6e2wAHnb,1976211037411053894,https://pbs.twimg.com/media/G2zPMqoaAAAOWOp.jpg,,in,,0,0,0,https://x.com/undefined/status/1976211037411053894,786549338818224128,
1976087534259331544,Thu Oct 09 08:54:08 +0000 2025,0,@malaysia_nt Booo boikot FAM malukan negara,1976209554049581561,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976209554049581561,2288097228,
1976209130940678641,Thu Oct 09 08:52:27 +0000 2025,0,Sebagai penyokong Sepakbola ITALI dalam hati aku harap FAM dan bolosepak Malaysia ni bubar je la. Fokus la sukan pondan Pikelbol,1976209130940678641,,,in,,0,0,0,https://x.com/undefined/status/1976209130940678641,492298165,
1976206955611029972,Thu Oct 09 08:43:49 +0000 2025,0,Dari jawapan Menteri ni dia gunakan kuasa Menteri untuk beri kewarganegaraan ikut jalur Perlembagaan Malaysia. Di pihak FIFA ada syarat tertentu untuk benarkan mana-mana pemain wakili sesebuah negara. Siapa patut faham dan patuhi syarat FIFA? FAM.,1976206955611029972,,,in,,0,0,1,https://x.com/undefined/status/1976206955611029972,44656783,
1976206142629167147,Thu Oct 09 08:40:35 +0000 2025,18,There you go.Perkara ini termaktub dalam perlembagaan persekutuan dan 7 player itu sah warganegara Malaysia.Ok Pudin lepas.Sekarang FAM yg tidak mematuhi eligibility rule FIFA (Article 7 FIFa Statutes).Berani kerana benar? https://t.co/D135YZzije,1976206142629167147,https://pbs.twimg.com/media/G2zlA0DaAAEoHb1.jpg,,in,,0,0,7,https://x.com/undefined/status/1976206142629167147,42418978,
1975329893622976680,Thu Oct 09 08:21:37 +0000 2025,0,@kikojoe_epul @FAM_Malaysia Team scout pun sama. Patut bertanggungjawab,1976201370022838602,,kikojoe_epul,in,,0,0,0,https://x.com/undefined/status/1976201370022838602,1703062029068836864,
1976145288478982224,Thu Oct 09 07:23:10 +0000 2025,0,@modsya Masalah tu kena setel dari segi dalaman. Tapi isu FIFA dengan FAM pudin angkat tangan pihak kerajaan anggap depa 7 orang sah sebagai warganegara . Kena ada orang lain pulak yang cabar keabsahan proses kewarganegaraan dari segi undang-undang Malaysia.,1976186663320826042,,modsya,in,,0,0,0,https://x.com/undefined/status/1976186663320826042,963182904,
1976185459136197003,Thu Oct 09 07:18:23 +0000 2025,14,Senarai pasukan dan jadual perlawanan Kejohanan Futsal B-19 Kebangsaan 2025 yang akan berlangsung selama seminggu di Arena Futsal FAM Kelana Jaya dari Jumaat 17 Oktober hingga Jumaat 24 Oktober 2025. #FAM #HarimauMalaya #Futsal https://t.co/GKb9uWvWZT,1976185459136197003,https://pbs.twimg.com/media/G2zSM0eaAAEZwPp.jpg,,in,,0,1,3,https://x.com/undefined/status/1976185459136197003,3191632944,
1976183486777262155,Thu Oct 09 07:10:33 +0000 2025,0,Saifuddin turut menjelaskan bahawa isu kelayakan pemain mewakili negara adalah di bawah bidang kuasa Persekutuan Bolasepak Malaysia (FAM) dan FIFA bukan undang-undang kewarganegaraan. https://t.co/NlAi3EDsud,1976183486777262155,https://pbs.twimg.com/media/G2zQZqKaAAIWBP6.jpg,,in,,0,1,0,https://x.com/undefined/status/1976183486777262155,1905444168824225794,
1976108742702928252,Thu Oct 09 06:57:09 +0000 2025,0,@mkini_bm @FAM_Malaysia punca semua ini!.,1976180114275917824,,mkini_bm,in,,0,0,0,https://x.com/undefined/status/1976180114275917824,1677218174062960640,
1975263696520913100,Thu Oct 09 06:53:45 +0000 2025,0,@ervamadam4 @adekmht @theaseanball @FAM_Malaysia @PSSI @FIFAWorldCup @FIFAcom @theafcdotcom he is untouchable because he is future king. bukan level Sahroni di Indonesia. Johor juga punya askar sendiri. Johor Military Force untuk jaga kesultanan Johor. lagi 1 riot bukan penyelesaian masalah. bisa runtuh ekonomi.,1976179259682292063,,ervamadam4,in,,0,0,0,https://x.com/undefined/status/1976179259682292063,98284645,
1976131392586367334,Thu Oct 09 06:50:37 +0000 2025,2,@mkini_bm pemain warisan hahaha rakyat dgn nama pemain dh tahu bkn warganegara Kerajaan Penipu FAM penipu.. Malaysia kini terkenal dgn negara penipu di antarabangsa,1976178467814441313,,mkini_bm,in,,0,0,0,https://x.com/undefined/status/1976178467814441313,1584249088203436033,
1976169597113139457,Thu Oct 09 06:19:42 +0000 2025,0,Dua dokumen ni ada barulah FAM boleh hantar ke FIFA nak dapat kebenaran/pelepasan untuk main Malaysia. FIFA tengok ok lulus.,1976170687414047100,,AbangahAsyraf,in,,0,1,0,https://x.com/undefined/status/1976170687414047100,451334012,
1976170563891757394,Thu Oct 09 06:19:12 +0000 2025,0,Ada maruah yang perlu di tebus. Harap player Malaysia malam ni all-out. Kalau tak confirm akan ada negara yang cakap dulu pakai warisan boleh la menang. Bencinya aku perasaan mcm ni. Kuang ajo la korg FAM. Busuk punya org.,1976170563891757394,,,in,,0,1,0,https://x.com/undefined/status/1976170563891757394,250217795,
1976168875659317507,Thu Oct 09 06:12:30 +0000 2025,0,Tiga wakil FAM di FIFA terus Lonjakkan Malaysia di Persada Dunia https://t.co/OjbfVBNcoP,1976168875659317507,,,in,,0,0,0,https://x.com/undefined/status/1976168875659317507,2230869265,
1976167794476712037,Thu Oct 09 06:08:12 +0000 2025,1,BERI RUANG: FAM PERLU SELESAIKAN PROSES RAYUAN 'Malaysia MADANI Rakyat Disantuni' 'Yang sahih di RTM' #RTM #BeritaRTM #MalaysiaMadani #TaatSetia #BersamaMALAYSIAKU #RancakkanMADANI #MADANIBekerja https://t.co/OiCwCKzoEP,1976167794476712037,https://pbs.twimg.com/amplify_video_thumb/1976166812283969536/img/PX8XdwRrfkbukeJ1.jpg,,in,,0,0,0,https://x.com/undefined/status/1976167794476712037,704725700,
1976075190741213577,Thu Oct 09 06:04:40 +0000 2025,0,@BuletinTV3 Ok nanti mintak @FAM_Malaysia cari info datuk nenek nya Kat Malaysia . Mana tau atuk dia pernah kahwin mak cik malaysia Kat malacca time zaman Portuguese menjajah,1976166906043433448,,BuletinTV3,in,,0,0,0,https://x.com/undefined/status/1976166906043433448,332964795,
1975738103169257515,Thu Oct 09 05:58:43 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Ban for good lah jangan 20 years. Memang hopeless lah football in this country tak akan kemana hanya membazir duit.,1976165407607357820,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976165407607357820,222491564,
1975803975082647967,Thu Oct 09 05:44:03 +0000 2025,0,@jedimaster909 Also thanks to the golongan kayangan yg Konon nak bawak FAM ke tinggi langgit last2 sampah sarap je nampak nya jadi pasukan bola sepak Malaysia. Bazir wang je buang peruntukan for bola sepak. Better pickle ball. Boleh bawak player international masuk. Takde undang2 lagi tu game,1976161719325188296,,jedimaster909,in,,0,0,0,https://x.com/undefined/status/1976161719325188296,332964795,
1976151500461408754,Thu Oct 09 05:32:49 +0000 2025,2,@anwaribrahim mohon tarik balik peruntukan juta2 untuk @FAM_Malaysia B then salurkan kepada sukan lain yang lebih layak (or just give it to @KKMPutrajaya),1976158890153972199,,anwaribrahim,in,,0,0,0,https://x.com/undefined/status/1976158890153972199,164083778,
1976128683535630680,Thu Oct 09 05:17:13 +0000 2025,1,@luxentX Sekarang ni melibatkan fifa fam &amp; gov Malaysia. Merisaukan benda ni escalate sampai melibatkan gov negara yg lain terutama soal sistem civil registry. Takkan nak ckp kita punya sistem lagi hebat dari dutch. JPN tak cross check hanya guna document yg diperoleh dari agen.,1976154963823964488,,luxentX,in,,0,0,0,https://x.com/undefined/status/1976154963823964488,3140963456,
1976121950138171681,Thu Oct 09 05:01:16 +0000 2025,4,@MelGohCNA @saifnasution Masalahnya are their grandparents from Malaysia?? kalau X mampui semua u from FAM NRD HM and TMJ.,1976150952337080365,,MelGohCNA,in,,0,0,0,https://x.com/undefined/status/1976150952337080365,2288097228,
1975542759345037454,Thu Oct 09 04:53:44 +0000 2025,0,@wallpassjournal @FAM_Malaysia @OfficialJohor TMJ bangsat,1976149056390111529,,wallpassjournal,in,,0,0,0,https://x.com/undefined/status/1976149056390111529,1348876201478115330,
1975738103169257515,Thu Oct 09 04:51:20 +0000 2025,5,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Banned sampai Hamidin dan semua ahli lembaga dalam FAM jadi B40.,1976148451852190160,,E_Blackbeard,in,,0,1,0,https://x.com/undefined/status/1976148451852190160,888866263,
1976087534259331544,Thu Oct 09 04:41:38 +0000 2025,19,@malaysia_nt Tak nengok dah lerrr aku bola Harimau Malaya aku rasa dah jadi Kucing Malaya dahhh tak de mood dah nak nengok2 FAM urus tandas stadium dah lerrrrr,1976146011786535217,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976146011786535217,1285527332191518720,
1976145556499202336,Thu Oct 09 04:39:50 +0000 2025,1,Menang dengan menipu apa nilainya? Keputusan FIFA baru-baru ini yang mendapati Persatuan Bola Sepak Malaysia (FAM) bersalah kerana menyerahkan dokumen palsu bagi menaturalisasikan tujuh pemain warisan bukan sekadar berita sukan ia adalah kisah tentang nilai integriti dan https://t.co/4o9FqWaBK3,1976145556499202336,https://pbs.twimg.com/media/G2ytTKVb0AAJonX.png,,in,,0,2,0,https://x.com/undefined/status/1976145556499202336,331383958,
1975542759345037454,Thu Oct 09 04:30:47 +0000 2025,0,@faahmiikk @LightAfterThis @wallpassjournal @FAM_Malaysia @OfficialJohor Indon tak habis2 sebar berita palsu https://t.co/jZlKyGmozR,1976143280749543667,https://pbs.twimg.com/media/G2yr1DWaAAIq0bB.jpg,faahmiikk,in,,0,0,0,https://x.com/undefined/status/1976143280749543667,410884072,
1975556410814730716,Thu Oct 09 04:24:41 +0000 2025,0,@SkySportsNews @hannahyeoh @KBSMalaysia @FAM_Malaysia @HRHJohorII habis malu negara! 🇲🇾,1976141743109415063,,SkySportsNews,in,,0,0,0,https://x.com/undefined/status/1976141743109415063,2802311738,
1976141649807016246,Thu Oct 09 04:24:18 +0000 2025,0,@hannahyeoh @KBSMalaysia @FAM_Malaysia @HRHJohorII habis malu negara! 🇲🇾,1976141649807016246,,hannahyeoh,in,,0,0,0,https://x.com/undefined/status/1976141649807016246,2802311738,
1976141248559034560,Thu Oct 09 04:22:43 +0000 2025,9,Tiga wakil FAM dilantik ke jawatankuasa FIFA bagi penggal 2025-2029 bukti pengaruh Malaysia terus diiktiraf di pentas bola sepak dunia. ️ https://t.co/T9DZkS8WPN #FAM #FIFA #MalaysiaBoleh #saynotobully #saynotodrug https://t.co/p1tfaRTrgo,1976141248559034560,https://pbs.twimg.com/media/G2yp7adaAAITSLV.jpg,,in,,4,1,3,https://x.com/undefined/status/1976141248559034560,1512312686314360832,
1976138378329588027,Thu Oct 09 04:11:18 +0000 2025,0,FAM menegaskan bahwa deskripsi yang diberikan dalam keputusan FIFA tidak akurat karena belum ada bukti jelas yang diajukan hingga saat ini. Malaysia kini siap menyerang balik! https://t.co/HVV324vKnK,1976138378329588027,,,in,,0,0,0,https://x.com/undefined/status/1976138378329588027,626306017,
1976109675264512210,Thu Oct 09 04:10:12 +0000 2025,0,@wafiyqqqq Faham point tu bro kita nak mcm indo buat kan transparent smua tpi malaysia maybe terikat dgn akta and undang undang tmpatan tak rasa dgn transparent bole selesaikan masalah ni selagi dokumen yg fam kemukakan kat fifa tu sahih dan benar we on the right track even tk publish.,1976138099903139972,,wafiyqqqq,in,,0,1,0,https://x.com/undefined/status/1976138099903139972,1360725786907402244,
1976137069442560357,Thu Oct 09 04:06:06 +0000 2025,0,FAM menegaskan bahwa deskripsi yang diberikan dalam keputusan FIFA tidak akurat karena belum ada bukti jelas yang diajukan hingga saat ini. Malaysia kini siap menyerang balik! https://t.co/Ws72fogyiu,1976137069442560357,,,in,,0,0,0,https://x.com/undefined/status/1976137069442560357,78239324,
1975820958738129025,Thu Oct 09 03:57:52 +0000 2025,0,@FreeMsian Sabar Jap ada rakyat Malaysia kena culik dengan Zionist laknatullah ada belanjawan Malaysia nak kena bincang. Isu FAM ni bagi dekat bawah2 lagi,1976134995652800590,,FreeMsian,in,,0,0,0,https://x.com/undefined/status/1976134995652800590,491057454,
1975738103169257515,Thu Oct 09 03:45:42 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Yes pasni sokong palestine jelah.,1976131932909175270,,E_Blackbeard,in,,0,1,0,https://x.com/undefined/status/1976131932909175270,632875420,
