conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text
1975738103169257515,Thu Oct 09 10:32:06 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Bila main bola bagus taknak pindah kelab kena simbah asid plak.,1976234208457834544,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976234208457834544,1368869112,,e blackbeard fifacom theafcdotcom fam malaysia bila main bola bagus taknak pindah kelab kena simbah asid plak
1976210461189345765,Thu Oct 09 10:31:15 +0000 2025,6,@keeshmatstats Dengan FAM yg 'berahsia' dari kita rakyat Malaysia sendiri dari mula projek malah sampai sekarang pun masih 'terkial²' nak bagi jawapan yg meyakinkan kepada kita sendiri anggaplah FAM mmg bersalah.,1976233995252961421,,keeshmatstats,in,,0,0,0,https://x.com/undefined/status/1976233995252961421,1573841386725527552,,keeshmatstats fam yg berahsia rakyat malaysia sendiri mula projek malah sekarang kial nak jawapan yg yakin sendiri anggap fam mmg salah
1975738103169257515,Thu Oct 09 10:26:45 +0000 2025,0,@Ahchat_5991 @E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Habisla korang pasukan ragbi negara dah ambik pose semacam dah ni bulan depan dah takeover la ni haiiyaah.... https://t.co/xCAP4cSetM,1976232862874730835,https://pbs.twimg.com/media/G2z9UNka0AEaybk.jpg,Ahchat_5991,in,,0,0,0,https://x.com/undefined/status/1976232862874730835,870509938182832129,,ahchat e blackbeard fifacom theafcdotcom fam malaysia habisla korang pasu ragbi negara dah ambik pose macam dah ni bulan depan dah takeover la ni haiiyaah https t co xcap csetm
1976228517571420344,Thu Oct 09 10:09:32 +0000 2025,7,dapati Datuk/Nenek yg FAM claim lahir kat Malaysia rupanya ada surat beranak kat negara lain. 8. FIFA hantar notis of charge kpd FAM FAM balas sertakan surat sumpah pengarah JPN. 9. Lembaga Disiplin FIFA bermesyuarat tgk bukti dapati FAM tetap salah dan kenakan sanction,1976228529101734125,,Sayf_ismail,in,,0,1,3,https://x.com/undefined/status/1976228529101734125,236015240,,dapat datuk nenek yg fam claim lahir kat malaysia rupa surat anak kat negara fifa hantar not of charge kpd fam fam balas serta surat sumpah arah jpn lembaga disiplin fifa bermesyuarat tgk bukti dapat fam tetap salah kena sanction
1976228517571420344,Thu Oct 09 10:09:31 +0000 2025,7,4. FAM pun submit kepada FIFA dokumen mintak perlepasan untuk 7 nie main wakil HM. FIFA cek tgk semua cam ok... Bagi kelulusan utk main. 5. Malaysia 4 - 0 Vietnam 6. Anasir luar tak puas hati buat laporan kpd FIFA 7. FIFA siasat balik sebab ada laporan dia cek²...,1976228525570142533,,Sayf_ismail,in,,0,1,3,https://x.com/undefined/status/1976228525570142533,236015240,,fam submit fifa dokumen mintak lepas nie main wakil hm fifa cek tgk semua cam kelulus utk main malaysia vietnam anasir luar tak puas hati buat lapor kpd fifa fifa siasat balik lapor cek
1976226562694582646,Thu Oct 09 10:01:43 +0000 2025,26,Pasukan peguam sudah sedia - FAM Walaupun peguam kata kes ini boleh menang tapi tak pasti. Yang pasti baki akaun bank peguam yang pasti bertambah. Tindakan ini membazir duit. Sudah ternyata salah. Sudah dibuktikan mereka semua bukan rakyat Malaysia.,1976226562694582646,,,in,,0,3,4,https://x.com/undefined/status/1976226562694582646,318297378,,pasu peguam sedia fam walaupun peguam kata kes menang tak baki akaun bank peguam tambah tindak membazir duit nyata salah bukti semua bukan rakyat malaysia
1976220667495489589,Thu Oct 09 09:38:18 +0000 2025,1,Senang cerita Menteri guna kuasa sedia ada untuk naturalisasi pemain FAM ikut peruntukan undang-undang tetapi FIFA punya requirement tidak sama which FAM failed to meet. Menteri hanya boleh jawab ikut kapasiti dia sebagai menteri dan undang2 Malaysia.,1976220667495489589,,,in,,0,1,0,https://x.com/undefined/status/1976220667495489589,996058981436047361,,senang cerita menteri kuasa sedia naturalisasi main fam ikut untuk undang undang fifa punya requirement sama which fam failed to meet menteri jawab ikut kapasiti menteri undang malaysia
1975964603759943982,Thu Oct 09 09:36:18 +0000 2025,2,@nocontextbolamy Betul ya kisah pak kadok menang sorak Kampung tergadai @hannahyeoh @FAM_Malaysia,1976220163646345625,,nocontextbolamy,in,,0,0,0,https://x.com/undefined/status/1976220163646345625,1440225082576539648,,nocontextbolamy betul kisah pak kadok menang sorak kampung gadai hannahyeoh fam malaysia
1975738103169257515,Thu Oct 09 09:35:53 +0000 2025,0,@E_Blackbeard @FIFAcom @theafcdotcom @FAM_Malaysia Bongok,1976220061347217420,,E_Blackbeard,in,,0,0,0,https://x.com/undefined/status/1976220061347217420,898151239237554178,,e blackbeard fifacom theafcdotcom fam malaysia bongok
1976215677607584094,Thu Oct 09 09:18:34 +0000 2025,1,9. Macam mana nak layak jadi pemain warisan Malaysia? J: Players tersebut mesti lahir di Malaysia ada parents atau grandparents yang lahir dalam Malaysia ataupun dah tinggal di Malaysia at least 5 tahun. Inilah urusan yang FAM kena deal &amp; check dengan FIFA bukan urusan KDN,1976215702723010715,,AzriAbdullah22,in,,1,1,2,https://x.com/undefined/status/1976215702723010715,860483918,,macam mana nak layak jadi main waris malaysia j players sebut mesti lahir malaysia parents grandparents lahir malaysia atau dah tinggal malaysia at least tahun ini urus fam kena deal amp check fifa bukan urus kdn
1976210461189345765,Thu Oct 09 09:08:47 +0000 2025,27,@keeshmatstats Fam hanya boleh menang kalau dapat provide birth cert asal atok 7 players ni bukan isu warganegara atau tak tapi issue dia player tu layak atau tak utk main utk malaysia berdasarkan statut/rule fifa,1976213239949373910,,keeshmatstats,in,,0,3,2,https://x.com/undefined/status/1976213239949373910,383113513,,keeshmatstats fam menang kalau provide birth cert asal atok players ni bukan isu warganegara tak issue player tu layak tak utk main utk malaysia dasar statut rule fifa
1976211037411053894,Thu Oct 09 09:00:02 +0000 2025,0,Mendagri Malaysia Tegaskan Pelanggaran Statuta FIFA Soal 7 Pemain Naturalisasi Urusan FAM Isu pemalsuan dokumen pemain naturalisasi Tim Nasional Malaysia masih menjadi bola panas di Negeri Jiran julukan Malaysia. Masalah ini bahkan sudah dibawa ke pembahasan parlemen mereka. https://t.co/KP6e2wAHnb,1976211037411053894,https://pbs.twimg.com/media/G2zPMqoaAAAOWOp.jpg,,in,,0,0,0,https://x.com/undefined/status/1976211037411053894,786549338818224128,,mendagri malaysia tegas langgar statuta fifa soal main naturalisasi urus fam isu palsu dokumen main naturalisasi tim nasional malaysia jadi bola panas negeri jiran juluk malaysia masalah bahkan bawa bahas parlemen https t co kp e wahnb
1976087534259331544,Thu Oct 09 08:54:08 +0000 2025,0,@malaysia_nt Booo boikot FAM malukan negara,1976209554049581561,,malaysia_nt,in,,0,0,0,https://x.com/undefined/status/1976209554049581561,2288097228,,malaysia nt booo boikot fam malu negara
1976209130940678641,Thu Oct 09 08:52:27 +0000 2025,0,Sebagai penyokong Sepakbola ITALI dalam hati aku harap FAM dan bolosepak Malaysia ni bubar je la. Fokus la sukan pondan Pikelbol,1976209130940678641,,,in,,0,0,0,https://x.com/undefined/status/1976209130940678641,492298165,,sokong sepakbola itali hati aku harap fam bolosepak malaysia ni bubar je la fokus la sukan pondan pikelbol
1976206955611029972,Thu Oct 09 08:43:49 +0000 2025,0,Dari jawapan Menteri ni dia gunakan kuasa Menteri untuk beri kewarganegaraan ikut jalur Perlembagaan Malaysia. Di pihak FIFA ada syarat tertentu untuk benarkan mana-mana pemain wakili sesebuah negara. Siapa patut faham dan patuhi syarat FIFA? FAM.,1976206955611029972,,,in,,0,0,1,https://x.com/undefined/status/1976206955611029972,44656783,,jawapan menteri ni guna kuasa menteri beri kewarganegaraan ikut jalur lembaga malaysia pihak fifa syarat tentu benar mana mana main wakil buah negara siapa patut faham patuh syarat fifa fam
1976206142629167147,Thu Oct 09 08:40:35 +0000 2025,18,There you go.Perkara ini termaktub dalam perlembagaan persekutuan dan 7 player itu sah warganegara Malaysia.Ok Pudin lepas.Sekarang FAM yg tidak mematuhi eligibility rule FIFA (Article 7 FIFa Statutes).Berani kerana benar? https://t.co/D135YZzije,1976206142629167147,https://pbs.twimg.com/media/G2zlA0DaAAEoHb1.jpg,,in,,0,0,7,https://x.com/undefined/status/1976206142629167147,42418978,,there you go perkara maktub lembaga sekutu player sah warganegara malaysia pudin lepas sekarang fam yg patuh eligibility rule fifa article fifa statutes berani rana benar https t co d yzzije
1975329893622976680,Thu Oct 09 08:21:37 +0000 2025,0,@kikojoe_epul @FAM_Malaysia Team scout pun sama. Patut bertanggungjawab,1976201370022838602,,kikojoe_epul,in,,0,0,0,https://x.com/undefined/status/1976201370022838602,1703062029068836864,,kikojoe epul fam malaysia team scout sama patut bertanggungjawab
1976145288478982224,Thu Oct 09 07:23:10 +0000 2025,0,@modsya Masalah tu kena setel dari segi dalaman. Tapi isu FIFA dengan FAM pudin angkat tangan pihak kerajaan anggap depa 7 orang sah sebagai warganegara . Kena ada orang lain pulak yang cabar keabsahan proses kewarganegaraan dari segi undang-undang Malaysia.,1976186663320826042,,modsya,in,,0,0,0,https://x.com/undefined/status/1976186663320826042,963182904,,modsya masalah tu kena setel segi dalam isu fifa fam pudin angkat tangan pihak raja anggap depa orang sah warganegara kena orang pulak cabar absah proses kewarganegaraan segi undang undang malaysia
1976185459136197003,Thu Oct 09 07:18:23 +0000 2025,14,Senarai pasukan dan jadual perlawanan Kejohanan Futsal B-19 Kebangsaan 2025 yang akan berlangsung selama seminggu di Arena Futsal FAM Kelana Jaya dari Jumaat 17 Oktober hingga Jumaat 24 Oktober 2025. #FAM #HarimauMalaya #Futsal https://t.co/GKb9uWvWZT,1976185459136197003,https://pbs.twimg.com/media/G2zSM0eaAAEZwPp.jpg,,in,,0,1,3,https://x.com/undefined/status/1976185459136197003,3191632944,,senarai pasu jadual lawan johan futsal b bangsa langsung lama minggu arena futsal fam kelana jaya jumaat oktober hingga jumaat oktober fam harimaumalaya futsal https t co gkb uwvwzt
1976183486777262155,Thu Oct 09 07:10:33 +0000 2025,0,Saifuddin turut menjelaskan bahawa isu kelayakan pemain mewakili negara adalah di bawah bidang kuasa Persekutuan Bolasepak Malaysia (FAM) dan FIFA bukan undang-undang kewarganegaraan. https://t.co/NlAi3EDsud,1976183486777262155,https://pbs.twimg.com/media/G2zQZqKaAAIWBP6.jpg,,in,,0,1,0,https://x.com/undefined/status/1976183486777262155,1905444168824225794,,saifuddin turut jelas bahawa isu layak main wakil negara bawah bidang kuasa sekutu bolasepak malaysia fam fifa bukan undang undang kewarganegaraan https t co nlai edsud
1976108742702928252,Thu Oct 09 06:57:09 +0000 2025,0,@mkini_bm @FAM_Malaysia punca semua ini!.,1976180114275917824,,mkini_bm,in,,0,0,0,https://x.com/undefined/status/1976180114275917824,1677218174062960640,,mkini bm fam malaysia punca semua
1975263696520913100,Thu Oct 09 06:53:45 +0000 2025,0,@ervamadam4 @adekmht @theaseanball @FAM_Malaysia @PSSI @FIFAWorldCup @FIFAcom @theafcdotcom he is untouchable because he is future king. bukan level Sahroni di Indonesia. Johor juga punya askar sendiri. Johor Military Force untuk jaga kesultanan Johor. lagi 1 riot bukan penyelesaian masalah. bisa runtuh ekonomi.,1976179259682292063,,ervamadam4,in,,0,0,0,https://x.com/undefined/status/1976179259682292063,98284645,,ervamadam adekmht theaseanball fam malaysia pssi fifaworldcup fifacom theafcdotcom he is untouchable because he is future king bukan level sahroni indonesia johor punya askar sendiri johor military force jaga sultan johor riot bukan selesai masalah runtuh ekonomi
1976131392586367334,Thu Oct 09 06:50:37 +0000 2025,2,@mkini_bm pemain warisan hahaha rakyat dgn nama pemain dh tahu bkn warganegara Kerajaan Penipu FAM penipu.. Malaysia kini terkenal dgn negara penipu di antarabangsa,1976178467814441313,,mkini_bm,in,,0,0,0,https://x.com/undefined/status/1976178467814441313,1584249088203436033,,mkini bm main waris hahaha rakyat dgn nama main dh tahu bkn warganegara raja tipu fam tipu malaysia kini kenal dgn negara tipu antarabangsa
1976169597113139457,Thu Oct 09 06:19:42 +0000 2025,0,Dua dokumen ni ada barulah FAM boleh hantar ke FIFA nak dapat kebenaran/pelepasan untuk main Malaysia. FIFA tengok ok lulus.,1976170687414047100,,AbangahAsyraf,in,,0,1,0,https://x.com/undefined/status/1976170687414047100,451334012,,dokumen ni baru fam hantar fifa nak benar lepas main malaysia fifa tengok lulus
1976170563891757394,Thu Oct 09 06:19:12 +0000 2025,0,Ada maruah yang perlu di tebus. Harap player Malaysia malam ni all-out. Kalau tak confirm akan ada negara yang cakap dulu pakai warisan boleh la menang. Bencinya aku perasaan mcm ni. Kuang ajo la korg FAM. Busuk punya org.,1976170563891757394,,,in,,0,1,0,https://x.com/undefined/status/1976170563891757394,250217795,,maruah perlu tebus harap player malaysia malam ni all out kalau tak confirm negara cakap dulu pakai waris la menang benci aku asa mcm ni kuang ajo la korg fam busuk punya org
1976168875659317507,Thu Oct 09 06:12:30 +0000 2025,0,Tiga wakil FAM di FIFA terus Lonjakkan Malaysia di Persada Dunia https://t.co/OjbfVBNcoP,1976168875659317507,,,in,,0,0,0,https://x.com/undefined/status/1976168875659317507,2230869265,,tiga wakil fam fifa terus lonjak malaysia persada dunia https t co ojbfvbncop
